id	device	data	time_sent	time_saved
5552	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.09843445, ""pressure"": 99891.35156, ""humidity"": 40.77108383, ""iaq"": 56.23740768}"	2025-03-05 02:51:29	2025-03-05 02:51:29
5553	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 02:55:53	2025-03-05 02:55:54
5554	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 02:55:55	2025-03-05 02:55:55
5555	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.775714397, ""pressure"": 99918.89063, ""humidity"": 43.87522507, ""iaq"": 160.6649475}"	2025-03-05 02:56:27	2025-03-05 02:56:27
5556	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.10341454, ""pressure"": 99891.41406, ""humidity"": 40.62891769, ""iaq"": 55.86157227}"	2025-03-05 02:56:29	2025-03-05 02:56:29
5557	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:00:54	2025-03-05 03:00:54
5558	esp32/light	"{""analog_read"": 21, ""test_name"": ""DummyConst5""}"	2025-03-05 03:00:55	2025-03-05 03:00:55
5559	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.889936447, ""pressure"": 99920.75781, ""humidity"": 43.54185104, ""iaq"": 139.0109253}"	2025-03-05 03:01:27	2025-03-05 03:01:27
5560	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.09846687, ""pressure"": 99892.44531, ""humidity"": 40.62221527, ""iaq"": 54.17619705}"	2025-03-05 03:01:30	2025-03-05 03:01:30
5561	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:05:54	2025-03-05 03:05:54
5562	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 03:05:55	2025-03-05 03:05:55
5563	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.816548824, ""pressure"": 99913.97656, ""humidity"": 43.49455643, ""iaq"": 124.2301331}"	2025-03-05 03:06:27	2025-03-05 03:06:28
5564	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.07359123, ""pressure"": 99883.57031, ""humidity"": 40.64590836, ""iaq"": 53.84904861}"	2025-03-05 03:06:30	2025-03-05 03:06:30
5565	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:10:54	2025-03-05 03:10:54
5566	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 03:10:55	2025-03-05 03:10:55
5567	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.930770874, ""pressure"": 99912.21094, ""humidity"": 43.39052963, ""iaq"": 132.7364197}"	2025-03-05 03:11:28	2025-03-05 03:11:28
5568	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.06334305, ""pressure"": 99881.61719, ""humidity"": 40.5911026, ""iaq"": 50.94303131}"	2025-03-05 03:11:31	2025-03-05 03:11:31
5569	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:15:54	2025-03-05 03:15:54
5570	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 03:15:55	2025-03-05 03:15:56
5571	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 6.07015419, ""pressure"": 99913.71094, ""humidity"": 43.3014679, ""iaq"": 140.914978}"	2025-03-05 03:16:28	2025-03-05 03:16:28
5572	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.06102943, ""pressure"": 99884.6875, ""humidity"": 40.5105896, ""iaq"": 52.84606934}"	2025-03-05 03:16:31	2025-03-05 03:16:31
5573	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:20:54	2025-03-05 03:20:54
5574	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 03:20:55	2025-03-05 03:20:56
5575	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.933054924, ""pressure"": 99915.44531, ""humidity"": 43.02312469, ""iaq"": 126.4636993}"	2025-03-05 03:21:29	2025-03-05 03:21:29
5576	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.05601692, ""pressure"": 99886.26563, ""humidity"": 40.41681671, ""iaq"": 51.31582642}"	2025-03-05 03:21:31	2025-03-05 03:21:31
5577	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:25:54	2025-03-05 03:25:54
5578	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 03:25:55	2025-03-05 03:25:56
5579	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.790975571, ""pressure"": 99919.29688, ""humidity"": 43.10570908, ""iaq"": 115.7766876}"	2025-03-05 03:26:29	2025-03-05 03:26:29
5580	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.04830551, ""pressure"": 99890.55469, ""humidity"": 40.37082672, ""iaq"": 54.27992249}"	2025-03-05 03:26:32	2025-03-05 03:26:32
5581	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:30:54	2025-03-05 03:30:55
5582	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 03:30:56	2025-03-05 03:30:56
5583	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.638901234, ""pressure"": 99914.66406, ""humidity"": 43.27513885, ""iaq"": 111.8638611}"	2025-03-05 03:31:29	2025-03-05 03:31:29
5584	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.03828049, ""pressure"": 99888.60156, ""humidity"": 40.34505081, ""iaq"": 53.21671677}"	2025-03-05 03:31:32	2025-03-05 03:31:32
5585	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:35:54	2025-03-05 03:35:55
5586	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 03:35:56	2025-03-05 03:35:56
5587	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.740431786, ""pressure"": 99933.07813, ""humidity"": 43.89441681, ""iaq"": 138.4562531}"	2025-03-05 03:36:30	2025-03-05 03:36:30
5588	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.03574181, ""pressure"": 99907.33594, ""humidity"": 40.23008728, ""iaq"": 51.52844238}"	2025-03-05 03:36:32	2025-03-05 03:36:33
5589	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:40:54	2025-03-05 03:40:55
5590	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 03:40:56	2025-03-05 03:40:56
5591	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.625956535, ""pressure"": 99947.0625, ""humidity"": 44.37073898, ""iaq"": 162.6899719}"	2025-03-05 03:41:30	2025-03-05 03:41:30
5592	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.02324295, ""pressure"": 99919.95313, ""humidity"": 40.26400757, ""iaq"": 53.33375168}"	2025-03-05 03:41:33	2025-03-05 03:41:33
5593	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:45:54	2025-03-05 03:45:55
5594	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 03:45:56	2025-03-05 03:45:56
5595	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.336594582, ""pressure"": 99950.375, ""humidity"": 44.59302902, ""iaq"": 133.9293213}"	2025-03-05 03:46:31	2025-03-05 03:46:31
5596	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.01848412, ""pressure"": 99927.34375, ""humidity"": 40.26095963, ""iaq"": 51.79062271}"	2025-03-05 03:46:33	2025-03-05 03:46:33
5597	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:50:55	2025-03-05 03:50:55
5598	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 03:50:56	2025-03-05 03:50:56
5599	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.42797184, ""pressure"": 99969.91406, ""humidity"": 45.4502182, ""iaq"": 162.4292908}"	2025-03-05 03:51:31	2025-03-05 03:51:31
5600	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.00068474, ""pressure"": 99943, ""humidity"": 40.07602692, ""iaq"": 52.46163177}"	2025-03-05 03:51:34	2025-03-05 03:51:34
5601	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 03:55:55	2025-03-05 03:55:55
5602	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 03:55:56	2025-03-05 03:55:56
5603	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.321332932, ""pressure"": 99976.73438, ""humidity"": 46.30144501, ""iaq"": 189.3173676}"	2025-03-05 03:56:31	2025-03-05 03:56:32
5604	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.9956398, ""pressure"": 99946.57031, ""humidity"": 39.95051956, ""iaq"": 51.518013}"	2025-03-05 03:56:34	2025-03-05 03:56:34
5605	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:00:55	2025-03-05 04:00:55
5606	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 04:00:56	2025-03-05 04:00:56
5607	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.209649563, ""pressure"": 99972.28125, ""humidity"": 45.91127014, ""iaq"": 182.0473633}"	2025-03-05 04:01:32	2025-03-05 04:01:32
5608	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.95062065, ""pressure"": 99939.25781, ""humidity"": 39.96987915, ""iaq"": 53.64369202}"	2025-03-05 04:01:34	2025-03-05 04:01:35
5609	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:05:55	2025-03-05 04:05:55
5610	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 04:05:56	2025-03-05 04:05:56
5611	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 4.958395004, ""pressure"": 99972.03906, ""humidity"": 45.99046326, ""iaq"": 153.3939514}"	2025-03-05 04:06:32	2025-03-05 04:06:32
5612	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.90557098, ""pressure"": 99940.875, ""humidity"": 39.90189362, ""iaq"": 91.28642273}"	2025-03-05 04:06:35	2025-03-05 04:06:35
5613	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:10:55	2025-03-05 04:10:55
5614	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 04:10:56	2025-03-05 04:10:56
5615	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 4.910168648, ""pressure"": 99968.70313, ""humidity"": 46.16569901, ""iaq"": 144.1227722}"	2025-03-05 04:11:33	2025-03-05 04:11:33
5616	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.87539864, ""pressure"": 99937.21875, ""humidity"": 39.81951523, ""iaq"": 98.75534058}"	2025-03-05 04:11:35	2025-03-05 04:11:35
5617	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:15:55	2025-03-05 04:15:55
5618	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 04:15:56	2025-03-05 04:15:56
5619	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.016774654, ""pressure"": 99971.14063, ""humidity"": 45.5359993, ""iaq"": 130.49823}"	2025-03-05 04:16:33	2025-03-05 04:16:33
5620	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.83558083, ""pressure"": 99942.00781, ""humidity"": 39.7092514, ""iaq"": 93.94458008}"	2025-03-05 04:16:36	2025-03-05 04:16:36
5621	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:20:55	2025-03-05 04:20:55
5622	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 04:20:56	2025-03-05 04:20:56
5623	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.288367748, ""pressure"": 99970.17188, ""humidity"": 44.5799408, ""iaq"": 129.9383545}"	2025-03-05 04:21:33	2025-03-05 04:21:33
5624	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.82549286, ""pressure"": 99939.3125, ""humidity"": 39.62182617, ""iaq"": 93.4647522}"	2025-03-05 04:21:36	2025-03-05 04:21:36
5625	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:25:55	2025-03-05 04:25:56
5626	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 04:25:56	2025-03-05 04:25:56
5627	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.455892563, ""pressure"": 99965.6875, ""humidity"": 43.75812912, ""iaq"": 129.8931274}"	2025-03-05 04:26:34	2025-03-05 04:26:34
5628	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.81267548, ""pressure"": 99937.51563, ""humidity"": 39.52586746, ""iaq"": 92.84014893}"	2025-03-05 04:26:36	2025-03-05 04:26:37
5629	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:30:55	2025-03-05 04:30:56
5630	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 04:30:56	2025-03-05 04:30:57
5631	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.443360329, ""pressure"": 99960.57813, ""humidity"": 43.05891418, ""iaq"": 111.9181519}"	2025-03-05 04:31:34	2025-03-05 04:31:34
5632	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.79519463, ""pressure"": 99933.84375, ""humidity"": 39.50062561, ""iaq"": 92.97576904}"	2025-03-05 04:31:37	2025-03-05 04:31:37
5633	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:35:55	2025-03-05 04:35:56
5634	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 04:35:56	2025-03-05 04:35:57
5635	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.394974709, ""pressure"": 99957.0625, ""humidity"": 42.91296768, ""iaq"": 100.5900879}"	2025-03-05 04:36:35	2025-03-05 04:36:35
5636	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.78262901, ""pressure"": 99932.59375, ""humidity"": 39.4084816, ""iaq"": 93.04815674}"	2025-03-05 04:36:37	2025-03-05 04:36:37
5637	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:40:56	2025-03-05 04:40:56
5638	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 04:40:56	2025-03-05 04:40:57
5639	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.407666206, ""pressure"": 99960.375, ""humidity"": 42.38104248, ""iaq"": 93.21583557}"	2025-03-05 04:41:35	2025-03-05 04:41:35
5640	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.77257156, ""pressure"": 99934.64844, ""humidity"": 39.30100632, ""iaq"": 88.3318634}"	2025-03-05 04:41:38	2025-03-05 04:41:38
5641	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:45:56	2025-03-05 04:45:56
5642	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 04:45:56	2025-03-05 04:45:57
5643	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.209681511, ""pressure"": 99965.67188, ""humidity"": 42.68550873, ""iaq"": 66.68070984}"	2025-03-05 04:46:35	2025-03-05 04:46:36
5644	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.73767281, ""pressure"": 99933.48438, ""humidity"": 39.35880661, ""iaq"": 85.65786743}"	2025-03-05 04:46:38	2025-03-05 04:46:38
5645	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:50:56	2025-03-05 04:50:56
5646	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 04:50:57	2025-03-05 04:50:57
5647	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.022010326, ""pressure"": 99956.98438, ""humidity"": 42.99687576, ""iaq"": 54.64350128}"	2025-03-05 04:51:36	2025-03-05 04:51:36
5648	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.71993828, ""pressure"": 99926.34375, ""humidity"": 39.20033646, ""iaq"": 85.38119507}"	2025-03-05 04:51:38	2025-03-05 04:51:39
5649	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 04:55:56	2025-03-05 04:55:56
5650	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 04:55:57	2025-03-05 04:55:57
5651	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.10069561, ""pressure"": 99951.92188, ""humidity"": 43.13642883, ""iaq"": 64.5249939}"	2025-03-05 04:56:36	2025-03-05 04:56:36
5652	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.69991875, ""pressure"": 99917.89844, ""humidity"": 39.1441803, ""iaq"": 82.89386749}"	2025-03-05 04:56:39	2025-03-05 04:56:39
5653	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:00:56	2025-03-05 05:00:56
5654	esp32/light	"{""analog_read"": 21, ""test_name"": ""DummyConst5""}"	2025-03-05 05:00:57	2025-03-05 05:00:57
5655	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.166531563, ""pressure"": 99956.57813, ""humidity"": 43.48150635, ""iaq"": 86.76743317}"	2025-03-05 05:01:37	2025-03-05 05:01:37
5656	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.69490623, ""pressure"": 99925.28125, ""humidity"": 39.01369476, ""iaq"": 83.16638184}"	2025-03-05 05:01:39	2025-03-05 05:01:39
5657	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:05:56	2025-03-05 05:05:56
5658	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 05:05:57	2025-03-05 05:05:57
5659	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.110880375, ""pressure"": 99951.14063, ""humidity"": 43.69406891, ""iaq"": 95.41592407}"	2025-03-05 05:06:37	2025-03-05 05:06:37
5660	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.6901474, ""pressure"": 99919.76563, ""humidity"": 38.91478348, ""iaq"": 81.72719574}"	2025-03-05 05:06:40	2025-03-05 05:06:40
5661	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:10:56	2025-03-05 05:10:56
5662	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 05:10:57	2025-03-05 05:10:57
5663	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 5.004051685, ""pressure"": 99947.38281, ""humidity"": 43.62322235, ""iaq"": 95.20944214}"	2025-03-05 05:11:37	2025-03-05 05:11:38
5664	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.67247772, ""pressure"": 99916.44531, ""humidity"": 38.99557877, ""iaq"": 79.21805573}"	2025-03-05 05:11:40	2025-03-05 05:11:40
5665	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:15:56	2025-03-05 05:15:57
5666	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 05:15:57	2025-03-05 05:15:57
5667	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 4.943197727, ""pressure"": 99946.6875, ""humidity"": 44.00587082, ""iaq"": 112.721199}"	2025-03-05 05:16:38	2025-03-05 05:16:38
5668	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.65496254, ""pressure"": 99914.9375, ""humidity"": 38.85160065, ""iaq"": 79.04956055}"	2025-03-05 05:16:40	2025-03-05 05:16:41
5669	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:20:56	2025-03-05 05:20:57
5670	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 05:20:57	2025-03-05 05:20:57
5671	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 4.953382015, ""pressure"": 99941.30469, ""humidity"": 44.01426697, ""iaq"": 124.3107071}"	2025-03-05 05:21:38	2025-03-05 05:21:38
5672	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.64754105, ""pressure"": 99912.29688, ""humidity"": 38.76584625, ""iaq"": 76.50410461}"	2025-03-05 05:21:41	2025-03-05 05:21:41
5673	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:25:57	2025-03-05 05:25:57
5674	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 05:25:57	2025-03-05 05:25:57
5675	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 4.811240673, ""pressure"": 99939.8125, ""humidity"": 44.36703873, ""iaq"": 130.0292206}"	2025-03-05 05:26:39	2025-03-05 05:26:39
5676	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 24.62970924, ""pressure"": 99911.53906, ""humidity"": 38.89699936, ""iaq"": 77.2625885}"	2025-03-05 05:26:41	2025-03-05 05:26:41
5677	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-05 05:30:57	2025-03-05 05:30:57
5678	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 05:30:57	2025-03-05 05:30:57
5679	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 4.943356037, ""pressure"": 99941.73438, ""humidity"": 44.2240715, ""iaq"": 156.0413208}"	2025-03-05 05:31:39	2025-03-05 05:31:39
